,Copy Number Public 24Q4 ACTN4,Copy Number Public 24Q4 EZR,Copy Number Public 24Q4 MYH9,Copy Number Public 24Q4 FSCN1,Copy Number Public 24Q4 CFL1,Copy Number Public 24Q4 ECM1,Copy Number Public 24Q4 TAGLN,Copy Number Public 24Q4 PFN1,Copy Number Public 24Q4 GSN,Copy Number Public 24Q4 ANXA2,Copy Number Public 24Q4 ANXA6,"RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CFL1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ECM1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) GSN","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ANXA2","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ANXA6","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) MYH9","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) PFN1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) FSCN1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) TAGLN","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) EZR","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ACTN4",Batch corrected Expression Public 24Q4 GSN,Batch corrected Expression Public 24Q4 ANXA6,Batch corrected Expression Public 24Q4 ACTN4,Batch corrected Expression Public 24Q4 PFN1,Batch corrected Expression Public 24Q4 CFL1,Batch corrected Expression Public 24Q4 ANXA2,Batch corrected Expression Public 24Q4 FSCN1,Batch corrected Expression Public 24Q4 MYH9,Batch corrected Expression Public 24Q4 ECM1,Batch corrected Expression Public 24Q4 EZR,Batch corrected Expression Public 24Q4 TAGLN,"CRISPR (DepMap Public 24Q4+Score, Chronos) ACTN4","CRISPR (DepMap Public 24Q4+Score, Chronos) ANXA2","CRISPR (DepMap Public 24Q4+Score, Chronos) ANXA6","CRISPR (DepMap Public 24Q4+Score, Chronos) CFL1","CRISPR (DepMap Public 24Q4+Score, Chronos) ECM1","CRISPR (DepMap Public 24Q4+Score, Chronos) EZR","CRISPR (DepMap Public 24Q4+Score, Chronos) FSCN1","CRISPR (DepMap Public 24Q4+Score, Chronos) GSN","CRISPR (DepMap Public 24Q4+Score, Chronos) MYH9","CRISPR (DepMap Public 24Q4+Score, Chronos) PFN1","CRISPR (DepMap Public 24Q4+Score, Chronos) TAGLN"
ACH-000055,1.0477104048,1.0325416662,1.0553144939,0.5166241536,1.0506564462,1.5623405954,1.0506564462,0.5220514856,1.0289222715,1.0332855498,1.047047578,-0.6358921622020001,0.0665904750825,0.497099089424,0.00677549449001,-0.226841280578,0.156813924177,-0.497795902465,0.208720217093,0.090838544619,0.00452709579086,0.00483319135712,3.3860795188,5.8223304357,5.8975696099,8.6657935481,8.9216201297,7.6053479713,5.4244042165,4.5467249637,1.2394910966,5.484419016,1.5531252687,-0.07696178534395859,-0.13388463420919178,-0.23147456701239552,-0.6529939735746387,-0.3250308491298383,-0.1368207060174005,0.208040519877943,0.008411227321587304,0.310202662717444,-0.33686086528880843,0.009025125973635008
ACH-000570,1.1148178441,0.9889681744,0.6561974988,1.5529399028,0.6569352112,1.197086995,0.6527104308,1.2495650436,0.9533289415,0.9316745566,0.9723414982,-0.25211760332100003,0.0796594448365,0.15620351011199998,0.12200653346200001,-0.131935518705,-0.030471141751000002,-0.168739146867,,-0.024927737766499997,-0.356981662815,0.18232420785700001,7.5620377038,7.063630694,7.5319771834,10.6285982397,9.581112199,10.8586802518,7.8665873441,6.4817478999,7.2593440159,4.8059708788,1.6510385818,-0.07887405884153564,0.05776995500503717,0.2475914360773186,-0.5334567171920033,0.054780130552877726,0.05841939569155071,-0.15414990230705553,0.027126539774037207,-0.4989376615712734,-0.5624905520460124,0.2796197564293713
ACH-001033,1.3681970268,0.8920299162,0.9236658919,1.3500567008,0.9214590765,0.9094536384,0.8891846818,0.9156581557,0.9060295441,0.9043850194,0.9003794284,,,,,,,,,,,,10.0458654552,6.9893893433,8.6257273331,10.2292842587,10.5539027159,10.7230798782,8.0560530872,6.258574158,4.4188358656,7.5166576598,1.3701000349,-0.19439286552854798,0.0035811978895585635,-0.1705456183787977,-0.3915029305758426,0.14593017283758575,-0.03238143432122549,0.25669273566343376,0.1869861714284633,-0.37982305328595256,-0.49460667480378484,-0.1004227548665656
ACH-001118,1.0677915224,1.3437064526,0.8201854183,1.1310588531,0.9182767988,1.1490638768,0.9182767988,1.081986876,1.0869005939,0.8709199345,0.9544866999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000040,1.0527084982,1.080860998,1.1444837668,1.4336491465,1.1142160477,0.8033591451,1.1869408158,1.0923180601,0.8394614617,1.0076823974,0.7916216642,-0.024859215981,0.108529647556,0.147839571609,0.11393351235600001,-0.0817086961488,-0.217497247323,-0.09632728842160002,0.203931228007,0.09029658637560001,-0.20996381477099998,0.281901012743,6.3111013224,5.2985663224,8.5764048436,10.2822121517,10.7636553865,11.1081729803,7.3483405101,8.4274426734,5.8355573745,6.37803287,3.8010439269,-0.027174053133540578,-0.19487454818837407,0.16027210919472382,-0.18458743469778655,-0.10186992035819868,-0.09651920429905084,-0.1909169398636651,0.05422737233964079,-0.9511479985151883,-1.3372954220698245,-0.15493240668485378
ACH-000137,1.8305992568,1.1075163522,0.4471934661,1.3602633618,1.3398755436,1.1044407313,0.4956432541,1.0330878923,0.9639698973,0.9190453769,0.9639585384,,,,,,,,,,,,6.7864537727,7.2249606748,8.154638154,10.0911439072,10.9543667411,9.9473930804,3.5180105799,7.0854183306,4.6151469114,5.8935156176,2.6835908821,-0.11690826191007075,-0.12708314779175886,0.22116063987862905,-0.32214666009514936,-0.1082037155545407,0.08633883938663496,-0.07175507533938233,-0.006706065922470394,-0.6392204382112994,-0.3518878379816333,-0.029860287202958774
ACH-000269,0.836982289,1.0046514047,0.8800717177,0.9105688427,1.0905984423,1.7823516473,1.1064175916,0.9484975814,1.1510121001,0.906001284,1.1323853579,-0.0727366154703,-0.0429294237512,-0.012947084414999999,0.273055978807,0.177650180024,-0.028217475608,-0.43466384141099995,,0.20215654515,0.0823091301779,0.228834331259,4.5723343258,8.092232817,8.62711774,10.4606768731,10.2925385909,11.4837396339,6.657404104,7.4096306406,4.2515809448,5.7873208296,1.0421315992,0.037478168815433095,-0.11483566568993761,0.0327419204636224,-0.25444220286671093,-0.35131921113840514,-0.13232011723887221,-0.15277435906334266,0.18872175390318502,-0.8943793293012536,-0.7021684713627077,0.06109114112912204
ACH-002259,1.0329181948,1.0812364102,0.5473812794,1.6577873967,0.8938341061,1.1052563324,1.0729553195,1.1415499595,1.0798103873,0.9940194594,1.0713872258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000208,1.0328394418,0.5997008821,1.0214609135,1.6256706425,1.0559174124,1.5071614819,1.0350597132,1.0136032111,1.0494947866,1.0523604974,1.0499437219,-0.64438335342,-0.016233436376200002,0.055927552363,-0.254501537002,0.231293770513,0.18501447556899997,-0.14741276657299998,,0.22124342379200002,-0.0777125695106,0.07682276152660002,5.1403609492,8.1171416981,8.5118577235,10.9770218483,10.3875387295,10.7645612935,7.1491169116,9.3416259734,7.874076016,5.577972877,9.3914331865,-0.00824474065952363,0.13926368619322246,0.19152896477328682,-0.6179786074689816,-0.24870016096555408,0.011310295903860694,-0.07556855944946109,0.10771379626754116,-0.6712704562099567,-1.0195085648484876,-0.0701691637293536
ACH-002257,0.9033055638,1.0464961471,1.0901638604,1.1978032899,1.0053340804,0.9545455841,1.0053340804,1.1089482173,1.0718588991,1.0346529997,1.0080910865,,,,,,,,,,,,,,,,,,,,,,,0.1516384712324518,0.01744200031793779,0.1916933768639936,-0.07331431065839683,-0.04080925212335321,-0.05471920376868185,-0.2528889046985103,0.0340852067680615,-0.5087391021921036,-0.8996487576949272,-0.14623254757851242
