,Copy Number Public 24Q4 ACTN4,Copy Number Public 24Q4 EZR,Copy Number Public 24Q4 MYH9,Copy Number Public 24Q4 FSCN1,Copy Number Public 24Q4 CFL1,Copy Number Public 24Q4 ECM1,Copy Number Public 24Q4 TAGLN,Copy Number Public 24Q4 PFN1,Copy Number Public 24Q4 GSN,Copy Number Public 24Q4 ANXA2,Copy Number Public 24Q4 ANXA6,"RNAi (Achilles+DRIVE+Marcotte, DEMETER2) CFL1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ECM1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) GSN","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ANXA2","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ANXA6","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) MYH9","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) PFN1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) FSCN1","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) TAGLN","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) EZR","RNAi (Achilles+DRIVE+Marcotte, DEMETER2) ACTN4",Batch corrected Expression Public 24Q4 GSN,Batch corrected Expression Public 24Q4 ANXA6,Batch corrected Expression Public 24Q4 ACTN4,Batch corrected Expression Public 24Q4 PFN1,Batch corrected Expression Public 24Q4 CFL1,Batch corrected Expression Public 24Q4 ANXA2,Batch corrected Expression Public 24Q4 FSCN1,Batch corrected Expression Public 24Q4 MYH9,Batch corrected Expression Public 24Q4 ECM1,Batch corrected Expression Public 24Q4 EZR,Batch corrected Expression Public 24Q4 TAGLN,"CRISPR (DepMap Public 24Q4+Score, Chronos) ACTN4","CRISPR (DepMap Public 24Q4+Score, Chronos) ANXA2","CRISPR (DepMap Public 24Q4+Score, Chronos) ANXA6","CRISPR (DepMap Public 24Q4+Score, Chronos) CFL1","CRISPR (DepMap Public 24Q4+Score, Chronos) ECM1","CRISPR (DepMap Public 24Q4+Score, Chronos) EZR","CRISPR (DepMap Public 24Q4+Score, Chronos) FSCN1","CRISPR (DepMap Public 24Q4+Score, Chronos) GSN","CRISPR (DepMap Public 24Q4+Score, Chronos) MYH9","CRISPR (DepMap Public 24Q4+Score, Chronos) PFN1","CRISPR (DepMap Public 24Q4+Score, Chronos) TAGLN"
ACH-002379,0.9994297026,0.9960395956,0.9992399066,0.9998385097,1.0035621746,1.0008737469,1.0035621746,0.9958159304,1.0080142263,1.0006434475,1.0060116415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-001854,0.8928365543,1.1412627675,0.8609778335,1.143558365,1.2618723711,0.9461848722,1.8796720838,1.2142470657,1.1022442875,0.7083513326,0.9995668768,,,,,,,,,,,,6.7225848945,6.8186785772,8.1137627041,10.6799601825,10.8025266492,10.2312418221,6.410471361,8.1123908328,6.9187505824,8.2454977549,8.8702080349,,,,,,,,,,,
ACH-000049,,,,,,,,,,,,-0.303160052201,-0.136008770763,0.302322835974,0.0259268334651,-0.0251576275336,0.213826311919,0.067008984597,0.49340217208400006,-0.151804152871,-0.208229523296,0.396962144528,5.7342069053,7.3571549273,7.7478403129,10.8250254951,10.2209388002,11.4856293625,6.3128829781,7.917357235,4.5861578539,7.708777815,9.0240150361,,,,,,,,,,,
ACH-000170,,,,,,,,,,,,-0.37082663069,-0.09428797661119999,0.132444306832,-0.135081667415,-0.18625129315900002,0.29341738469399997,-0.16262799764,0.152752351092,-0.18160893578099999,-0.19091263435400002,-0.025879183669099998,5.3330827901,4.0790149053,6.5726470598,8.850063355,8.0724843671,10.1439129753,5.4383245305,7.8392912504,2.6448108973,6.0452753591,3.0603714474,,,,,,,,,,,
ACH-001087,,,,,,,,,,,,-0.0452813329894,0.022158287378099998,0.11312051599400001,0.142297521627,0.2567392868,-0.207240277612,-0.397207426827,0.197437607318,-0.0984742736656,-0.0378973767339,0.215443796391,,,,,,,,,,,,,,,,,,,,,,
ACH-001357,,,,,,,,,,,,-0.8589892593780001,-0.0123606394863,0.28333126566399996,-0.034012731755400004,-0.42939738776999997,-0.411064955035,0.235626115416,0.135153890098,0.13002389505200002,-0.0732180927586,0.164534155333,,,,,,,,,,,,,,,,,,,,,,
ACH-002321,,,,,,,,,,,,-0.0188996264088,-0.624031003409,-0.0188117949465,-0.10532247666000001,0.21354686401599998,0.0390614596521,-0.686149362632,-0.22627246135600002,0.19165401985199998,-0.154228549389,-0.00336016178068,,,,,,,,,,,,,,,,,,,,,,
ACH-002327,,,,,,,,,,,,-0.18828876087000002,-0.187954108492,0.21792187958700002,-0.0368270104449,-0.103011603795,-0.45906208822899996,-0.8761501597,0.310589629859,0.09269237978299999,0.0772655421391,0.247561917386,,,,,,,,,,,,,,,,,,,,,,
ACH-001142,,,,,,,,,,,,,,,,,,,,,,,8.2858719726,8.1814642134,8.772633484,11.1275936881,10.91479735,12.5032993099,7.7706048399,9.4847480186,5.365492459,7.5531185439,9.6234413031,,,,,,,,,,,
ACH-000071,,,,,,,,,,,,,,,,,,,,,,,7.3615830219,7.813032762,9.1856246185,11.331226724,10.9916975959,11.5776474202,7.3139198827,9.4200935908,5.7024913177,7.1890806597,11.1181763172,,,,,,,,,,,
ACH-001207,,,,,,,,,,,,,,,,,,,,,,,6.9977621318,8.4295804113,7.9621442063,11.2503195569,10.7442809773,11.4719265808,7.424000143,8.3117674152,6.8890959401,5.9406298232,9.4248184405,,,,,,,,,,,
ACH-000526,,,,,,,,,,,,,,,,,,,,,,,8.4693540043,8.448863096,8.4850204772,11.5680609335,10.5648810051,11.4875166719,7.0165493431,9.1299010735,6.116068239,4.119115437,11.647940141,,,,,,,,,,,
ACH-000185,,,,,,,,,,,,,,,,,,,,,,,7.9160347349,8.6008241231,8.5696515117,10.8683301198,10.3379728818,11.8439029658,7.1673690066,9.4973742302,8.3565369317,5.6901270669,12.0789305222,,,,,,,,,,,
ACH-000064,,,,,,,,,,,,,,,,,,,,,,,6.3205950932,0.6590491147,6.6892724987,9.364500947,8.7045791751,10.1766525311,5.6265572603,7.4557602373,3.3572466196,6.8709336524,6.3954690056,,,,,,,,,,,
ACH-000229,,,,,,,,,,,,,,,,,,,,,,,8.6465630549,8.2316735185,8.5768783091,10.935483902,10.3890767443,11.9167053941,6.901615921,8.9545964853,9.0767210042,4.4657915777,11.2708926735,,,,,,,,,,,
ACH-000230,,,,,,,,,,,,,,,,,,,,,,,7.6919450423,8.1674710513,6.97684835,10.0692865567,9.9676660292,11.7297040261,6.7235425999,8.3135731622,8.6935338367,4.5727150319,11.1905710504,,,,,,,,,,,
ACH-000642,,,,,,,,,,,,,,,,,,,,,,,7.6473165069,3.9311078994,8.0082564166,9.1412914101,8.1854106876,11.6379534616,7.5297965146,7.7184965612,4.5370711811,6.8247220276,2.6815533193,,,,,,,,,,,
ACH-000194,,,,,,,,,,,,,,,,,,,,,,,7.3470495513,7.9336417004,8.2434739465,10.9652607782,10.5309006563,12.3028211746,6.8316809944,8.7116606564,8.0550179891,6.5898454425,11.0216739585,,,,,,,,,,,
ACH-000413,,,,,,,,,,,,,,,,,,,,,,,8.1063037987,8.5092481355,8.8847636022,10.9965452318,10.6000739283,11.6756921527,7.39801191,9.7189831509,7.2533799089,5.7037798183,11.6679630043,,,,,,,,,,,
ACH-000088,,,,,,,,,,,,,,,,,,,,,,,6.3898241489,8.4113230332,6.3063394209,9.3922990635,9.4974956669,10.9411658638,5.5752482935,7.0517000783,6.8285915937,5.3688572799,9.8880802679,,,,,,,,,,,
ACH-000306,,,,,,,,,,,,,,,,,,,,,,,8.6027219481,8.9026705499,9.2672569074,11.4960651209,11.0719918002,12.2931763265,7.1967877136,9.6549355876,8.5089422282,6.015717957,11.8369123984,,,,,,,,,,,
ACH-000850,,,,,,,,,,,,,,,,,,,,,,,8.1536234481,7.9180843063,7.8515246958,10.510415927,10.2232563019,11.1061385955,6.5329077465,8.9513438031,6.1423321596,5.1585914575,11.3425588959,,,,,,,,,,,
ACH-000742,,,,,,,,,,,,,,,,,,,,,,,8.0024674388,9.3158745272,8.2466243865,10.8934292208,10.8048399174,12.7331691217,6.9565667203,8.5395792628,8.5384518837,6.2662233622,11.4693206367,,,,,,,,,,,
ACH-000539,,,,,,,,,,,,,,,,,,,,,,,7.7096125608,8.8951346059,7.8937093981,11.25130246,10.9378177185,11.5143573659,7.4096602779,8.4888447593,7.6222260774,6.1145834206,9.8798362281,,,,,,,,,,,
ACH-003145,,,,,,,,,,,,,,,,,,,,,,,4.1384381842,7.6864139043,7.9944323961,10.2073074738,10.2343724281,12.0088435802,5.485203606,7.9385461242,1.82143147,6.8236244883,4.4062855846,,,,,,,,,,,
ACH-003154,,,,,,,,,,,,,,,,,,,,,,,4.8049882598,6.5871801538,7.153052465,9.9929499458,10.0595394164,11.0299512707,3.5341210317,7.3950007385,1.0959844029,7.1057561904,1.7970885192,,,,,,,,,,,
ACH-003150,,,,,,,,,,,,,,,,,,,,,,,5.9677084677,8.0300628866,8.706740594,10.2801359223,10.3805911302,11.4910018745,5.0009096475,8.7660634944,5.3252274862,6.6352986342,10.1987243937,,,,,,,,,,,
ACH-003157,,,,,,,,,,,,,,,,,,,,,,,6.7276544178,8.1530898103,8.7153044686,10.5425043097,10.6803975454,11.5382492708,5.8097533759,9.1442349379,6.4036343283,6.4292833912,10.2138399574,,,,,,,,,,,
ACH-003143,,,,,,,,,,,,,,,,,,,,,,,5.1754675183,8.2322102531,8.782808598,10.7157070983,10.6179383826,11.908442702,5.9717540161,8.6539217864,3.4178302696,8.1194931138,8.0643100603,,,,,,,,,,,
ACH-003141,,,,,,,,,,,,,,,,,,,,,,,4.16695164,7.7100999568,7.7401403471,10.5752091665,10.6477449759,11.2191214591,4.6025344662,9.1489819534,4.611930119,7.2935536037,8.9469297994,,,,,,,,,,,
ACH-003148,,,,,,,,,,,,,,,,,,,,,,,5.7716296036,7.5442135481,8.6793079634,9.7102062403,10.2585174421,11.2180893134,5.5506865895,8.7593003481,6.3597118838,7.2443147775,8.4487300613,,,,,,,,,,,
ACH-003156,,,,,,,,,,,,,,,,,,,,,,,5.7288932504,5.2078628175,8.2677040196,9.5798661243,10.0404670696,11.6574794272,5.055722365,8.4715878772,1.4001830755,9.298786773,3.3108610044,,,,,,,,,,,
ACH-003136,,,,,,,,,,,,,,,,,,,,,,,4.8222732512,7.0911266537,8.2152359494,10.3823940311,10.4941672756,11.4214220542,5.1028455833,8.4630483964,5.070432215,7.7981486107,5.0821140758,,,,,,,,,,,
ACH-003133,,,,,,,,,,,,,,,,,,,,,,,3.925533213,7.4010637656,8.4332683568,10.463624741,10.0208932125,10.8986650106,5.5829816153,8.8624352484,4.5517974338,7.2498314427,4.8650520947,,,,,,,,,,,
ACH-003149,,,,,,,,,,,,,,,,,,,,,,,6.3459871642,8.4460455059,8.1583735472,10.2903942558,10.6286056093,11.8821311839,5.829208715,8.395169423,5.5195865316,6.0416673238,10.1347497753,,,,,,,,,,,
ACH-003155,,,,,,,,,,,,,,,,,,,,,,,5.2979781729,6.9355239712,7.8112488288,10.1830992529,10.3389010196,11.0461941135,4.0505015035,7.9139436188,1.3376601371,7.3644061428,2.6899738957,,,,,,,,,,,
ACH-003161,,,,,,,,,,,,,,,,,,,,,,,5.418252317,7.7187222378,8.7669910306,10.2519133488,10.4200288961,11.7551281085,5.034915217,8.9617163632,4.0387536635,7.2173687967,8.7927520624,,,,,,,,,,,
ACH-003158,,,,,,,,,,,,,,,,,,,,,,,5.3183406378,7.7965423142,8.3062192291,10.5978770598,10.8198016204,11.1791780446,6.5782361575,9.2394170297,5.1660134983,7.6746879781,7.0515792407,,,,,,,,,,,
ACH-003139,,,,,,,,,,,,,,,,,,,,,,,4.5838072943,8.0331588812,8.0809804617,10.8970932277,10.7167517469,11.4346053843,3.6102854295,8.9143174186,1.3128280835,8.3537432871,9.413070563,,,,,,,,,,,
ACH-003134,,,,,,,,,,,,,,,,,,,,,,,5.4975391996,8.0459456626,8.5922397687,10.6732974489,10.5754797739,11.4728528548,5.5443817216,8.7820849314,6.1385592307,7.6089638984,8.0602553462,,,,,,,,,,,
ACH-003132,,,,,,,,,,,,,,,,,,,,,,,4.9070658782,7.6093426099,8.2895021147,10.2775889719,10.6261930553,11.633553828,5.6835477913,9.2422455465,4.7580108763,7.4545266436,9.4881723084,,,,,,,,,,,
ACH-003142,,,,,,,,,,,,,,,,,,,,,,,4.6937811562,7.2483846431,8.1142875824,10.5145086989,10.6757587083,10.9077154981,4.9638206779,8.5722969814,4.8152456592,7.5831261534,7.1366465061,,,,,,,,,,,
ACH-003135,,,,,,,,,,,,,,,,,,,,,,,3.2114790121,7.2946994714,8.3293186865,10.8828636636,10.6906466115,11.7528982688,5.4077434371,8.9305340288,4.8690673112,8.4064506013,7.1424682331,,,,,,,,,,,
ACH-003137,,,,,,,,,,,,,,,,,,,,,,,3.8013997667,6.8618728558,8.3808552038,11.0293320688,10.5129570859,11.9016294141,4.3053586044,8.5954950704,5.2135546201,8.7820559269,5.764131714,,,,,,,,,,,
ACH-003138,,,,,,,,,,,,,,,,,,,,,,,5.8358396988,7.9636468773,8.4668985667,10.3005315157,10.4481666272,11.3851382992,5.3401990136,8.6839854057,6.3676026078,7.3456017931,8.4417214341,,,,,,,,,,,
ACH-003159,,,,,,,,,,,,,,,,,,,,,,,5.3773710577,8.3998233559,8.7205552101,10.2918702707,10.5955109314,11.2258689702,5.0387694834,8.8607357469,6.5914644945,6.9569004069,9.0248116697,,,,,,,,,,,
ACH-003152,,,,,,,,,,,,,,,,,,,,,,,8.3509089824,8.1379094744,8.5646601444,10.4598508186,10.692771601,12.9998543635,6.868384591,8.5592227358,5.5481395199,7.3097296527,10.1557513748,,,,,,,,,,,
ACH-003160,,,,,,,,,,,,,,,,,,,,,,,5.814097668,8.0678338005,7.935401671,10.2804483757,10.5096323058,11.0957637102,5.396038928,8.5705702008,6.8132726911,7.0263693747,7.2807109397,,,,,,,,,,,
ACH-003153,,,,,,,,,,,,,,,,,,,,,,,6.3036136537,3.980429997,8.2799331726,9.6010837089,9.9036245279,11.2600739006,6.1917776264,8.9787790482,1.1703095031,8.5667444029,2.6375266528,,,,,,,,,,,
